Transcript,Date,Position,Person,Party,Text,Subject,key
DAR-001,17 DE SETEMBRO DE 2020,121.0,Presidente,,"Muito obrigado, Sr.ª Deputada. ",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,122.0,Mariana Silva,PEV,"Estou mesmo a terminar, Sr. Presidente. Como dizia, não considera que as situações dessas crianças devem ter um tratamento apropriado para lhes garantir o direito a estarem na escola sem qualquer discriminação? Aplausos do PCP.",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,123.0,Presidente,,"Tem a palavra, para um pedido de esclarecimento, o Sr. Deputado Tiago Estevão Martins, do Grupo Parlamentar do PS. ",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,124.0,Tiago Estevão Martins,PS,"Sr. Presidente, Srs. Deputados, Sr.ª Deputada Joana Mortágua, sabemos que, de facto, este é um ano letivo particularmente complexo, um ano muito exigente, que, obviamente, nos convoca para um equilíbrio muito difícil entre a saúde e o direito à educação. A verdade é que, sem ignorarmos os riscos, é nosso entendimento que o regresso ao ensino presencial, apesar de todas as dificuldades, está a iniciar-se da forma mais tranquila possível. Hoje, todas as escolas estão preparadas e informadas sobre como proceder para evitar infeções em ambiente escolar, mas também sobre como agir em caso de infeção. Por isso, se há algo que não aconteceu, de facto, foi o Governo ter andado atrás do prejuízo. Dito isto, é importante que reconheçamos também que a exigência da situação nos obriga a uma vigilância permanente e evidencia a necessidade de estarmos atentos e de procurarmos melhorar continuamente a nossa resposta. É também natural que, como a Sr.ª Deputada teve oportunidade de proferir, todos nós queiramos mais recursos para a escola pública. Mas, no nosso entender, é muitíssimo importante que, neste debate, possamos evidenciar dois factos que não foram evidenciados: primeiramente, há mais recursos disponíveis, há mais professores, há mais técnicos e, em segundo lugar, este foi o concurso de colocação de professores que ocorreu de forma mais atempada nos últimos anos. Estes aspetos são muitíssimo relevantes para que possamos encontrar a confiança necessária para este ano letivo muitíssimo difícil que temos pela frente.",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,125.0,Hortense Martins,PS,Muito bem!,Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,126.0,Tiago Estevão Martins,PS,"Assim, gostava de terminar com uma questão muito concreta: Sr.ª Deputada, não reconhece que, apesar de todo o trabalho que temos de continuar a fazer para robustecer a escola pública, existem, de facto, mais meios e houve, este ano, um esforço real para a colocação atempada de docentes? Aplausos do PS.",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,127.0,Presidente,,"Para responder, tem a palavra a Sr.ª Deputada Joana Mortágua. ",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,128.0,Joana Mortágua,BE,"Sr. Presidente, queria saudar as Sr.as Deputadas Paula Santos e Mariana Silva, pois partilhamos este nosso investimento político na defesa da escola pública. Imaginemos nós o que seria se a educação das crianças, em Portugal, dependesse de uma rede privada, como sempre defendeu a direita, de uma rede de cheque-ensino, com escolas em layoff, a fazer despedimentos.",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,129.0,Ana Rita Bessa,CDS-PP,Não seja aldrabona! Não é nada disso!,Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,130.0,Joana Mortágua,BE,Que educação teria sido possível fazer em tempos de pandemia?,Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,131.0,Pedro Filipe Soares,BE,Muito bem!,Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,132.0,Joana Mortágua,BE,"A verdade é que é esse investimento que cria condições para os alunos com necessidades educativas especiais — a quem, neste momento, acima de todos, não podem faltar recursos para que as escolas deem as respostas adequadas,…",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,133.0,Ana Rita Bessa,CDS-PP,Mas faltam!,Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,134.0,Joana Mortágua,BE,"… que são ainda mais difíceis em tempo de pandemia — mas também para as condições do parque escolar. Sei que a Sr.ª Deputada Paula Santos partilha comigo o conhecimento sobre o caso da escola João de Barros, por exemplo, onde os alunos ainda estão em contentores e onde será dentro de contentores que vão passar os intervalos e as horas das refeições, porque, depois de tantos anos, o problema daquela escola, no Seixal, ainda não foi resolvido.",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,135.0,Ana Rita Bessa,CDS-PP,Mas a Sr.ª Deputada aprova os Orçamentos na maior!,Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,136.0,Joana Mortágua,BE,"Sr. Deputado Tiago Estevão Martins, compreende-se que seja papel do Grupo Parlamentar do Partido Socialista apoiar o Governo, mas existe nesta matéria algum espírito crítico. Se me pergunta se, por cada agrupamento, dois a quatro professores, 900 técnicos especializados precários e meia centena de assistentes operacionais — que foram os recursos disponibilizados às escolas perante a pandemia — são suficientes, digo-lhe já que não. Digo-lhe também que não é compreensível que andemos há sete meses à espera de uma portaria de rácios que dê às escolas o número de funcionários suficiente, com contratações em que não se faz nada mais do que andar a correr atrás do prejuízo, sem resolver o problema de fundo. O Governo teve sete meses e mais três meses de verão, durante a pandemia, para dotar as escolas de funcionários suficientes e, ainda hoje, há escolas em Santiago do Cacém que não puderam abrir por não terem funcionários e, ainda hoje, os diretores dizem que não têm funcionários. É impossível dizer que se preparou bem o ano letivo quando há 600 escolas sem professores, apesar da colocação atempada que foi feita inicialmente. É impossível dizer que se fez tudo o que estava ao alcance quando há escolas às quais não foi autorizado o desdobramento de turmas, mesmo tendo condições para o fazer. Também conheço casos, no 1.º ciclo, em que os meninos vão passar a turmas mistas, com 1.º e 2.º anos juntos, com a sala mais cheia, por não ter sido autorizado o desdobramento de turmas. Ora, o espírito crítico impõe-nos que admitamos que as escolas fizeram tudo o que puderam, que enviemos uma mensagem de segurança às famílias, mas também que critiquemos o Governo por não ter feito tudo aquilo que estava ao seu alcance para investir no início de um ano letivo mais estável e mais seguro. Aplausos do BE.",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,137.0,Presidente,,Passamos à declaração política do Grupo Parlamentar do PCP. Tem a palavra a Sr.ª Deputada Paula Santos.,Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,138.0,Paula Santos,PCP,"Sr. Presidente, Sr.as e Srs. Deputados: Comemoramos o 41.º aniversário do Serviço Nacional de Saúde (SNS), uma conquista de Abril e uma construção coletiva de todos os seus trabalhadores, que, desde o primeiro momento, contribuíram com o seu conhecimento, o seu esforço e empenho para assegurar cuidados de saúde com qualidade e proximidade. Comemoramos o aniversário do SNS, serviço público, universal e geral, que, desde cedo, os seus inimigos procuraram atacar por ser um obstáculo às suas pretensões de mercantilização da saúde. Nestes 41 anos, o I SÉRIE — NÚMERO 1 SNS demonstrou ser o instrumento e a solução para garantir o acesso de todos à saúde, não obstante insuficiências e limitações decorrentes do desinvestimento de vários Governos, que não ignoramos, e, por isso, defendemos uma política alternativa de reforço da capacidade do SNS. Contrariamente a outros, que atacam deliberadamente o SNS com vista à sua descredibilização e fragilização, não entendemos que os grupos privados de saúde sejam solução para a prestação de cuidados. Para quem ainda tivesse dúvidas, a epidemia que vivemos revelou com clareza que o que realmente importa para os grupos privados da saúde não é a saúde das pessoas, mas sim o negócio da doença e a maximização de lucros. Na fase inicial da epidemia, os grupos privados esconderam-se e fecharam as portas e, mais recentemente, ficámos a saber que há unidades privadas que rejeitam as mulheres grávidas que tenham teste positivo à COVID-19. Quando os partidos da política de direita aqui defendem que os recursos públicos não devem ser mobilizados para reforçar o SNS, mas sim transferidos para os grupos privados, não estão a defender a saúde dos utentes, mas sim o negócio da doença e o lucro dos grupos económicos à custa da saúde dos portugueses. Por outro lado, a ausência de medidas eficazes por parte do Governo deixa a porta escancarada para que a privatização da saúde ganhe ainda mais terreno. Apesar da proposta aprovada no Orçamento do Estado para 2020, o Governo ainda não avançou com a criação do laboratório nacional do medicamento, fundamental para assegurar a acessibilidade aos medicamentos, mas também para reduzir a dependência externa do País.",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,139.0,João Oliveira,PCP,Exatamente!,Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,140.0,Paula Santos,PCP,"A contratação de profissionais de saúde está muito aquém do necessário e, diariamente, vamos conhecendo novas dificuldades em unidades de saúde devido à falta de trabalhadores. Sr. Presidente, Sr.as e Srs. Deputados: Neste momento, estão colocadas grandes exigências ao Serviço Nacional de Saúde, que impõem a adoção de medidas para a recuperação das consultas, das cirurgias, dos exames e dos tratamentos que ficaram por fazer. O Serviço Nacional de Saúde tem de continuar a tratar os doentes COVID, preparar-se para o período de inverno que se aproxima e, ao mesmo tempo, garantir o acompanhamento e o tratamento dos doentes com todas as outras patologias, que não desapareceram. Comparando o período entre janeiro e julho de 2019 com o de 2020, há uma redução de mais de 4 milhões de consultas nos cuidados de saúde primários, há menos 100 000 cirurgias e há menos 1 milhão de consultas hospitalares. Nos meios complementares de diagnóstico e terapêutica, a tendência é semelhante. Registam-se dificuldades no acesso aos cuidados de saúde primários. Há extensões de saúde encerradas. Há utentes que não conseguem marcar consultas e, por vezes, quando conseguem, a consulta é à janela, sem qualquer privacidade. Os utentes não conseguem contactar telefonicamente o centro de saúde, ou porque o sistema é obsoleto, ou porque não há trabalhadores suficientes para atender as chamadas, ou, então, ficam horas à espera de um atendimento, à porta do centro de saúde, por vezes expostos a condições climatéricas adversas. As pessoas com doenças crónicas não estão a ter o acompanhamento necessário e há rastreios de doenças oncológicas por fazer. Se o acesso aos cuidados de saúde primários é limitado, a referenciação para consultas nas unidades hospitalares fica condicionada.",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,141.0,João Oliveira,PCP,Exatamente!,Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,142.0,Paula Santos,PCP,"Para agravar a situação, nos primeiros oito meses do ano, mais de 200 000 utentes perderam o médico de família, totalizando agora 953 000 utentes sem médico de família. A recuperação da atividade dos cuidados de saúde primários e das suas consultas tem de ser considerada uma prioridade, assim como a recuperação de toda a atividade assistencial, e é preciso investir nesse sentido. Sr. Presidente, Sr.as e Srs. Deputados: Face à centralidade das questões da saúde e dada a falta de uma resposta eficaz do Governo para resolver os problemas existentes, o PCP entregou iniciativas legislativas, neste início de sessão, para a valorização e o reforço dos direitos dos trabalhadores da saúde, para a atribuição de um suplemento remuneratório aos trabalhadores dos serviços essenciais — nos quais se incluem, naturalmente, os trabalhadores da área da saúde — e para a criação de um plano de recuperação da atividade nos cuidados de saúde primários, considerando as dificuldades no acesso à saúde. São necessárias políticas claras de reforço do SNS: no seu financiamento; na contratação de mais trabalhadores na área da saúde e na integração dos trabalhadores com vínculos precários numa carreira com vínculo público; no aumento e na modernização de equipamentos e no aumento do número de camas de agudos, de cuidados intensivos, de cuidados continuados e hospitalares; na criação de serviços de medicina do trabalho em todas as unidades de saúde; no reforço da capacidade de meios de diagnóstico e terapêutica; no alargamento da resposta de saúde mental; e no reforço das equipas de saúde pública, como o PCP propôs no plano de emergência para o Serviço Nacional de Saúde. Responder ao eventual agravamento da COVID-19, nos próximos tempos, e recuperar os atrasos na prestação de cuidados de saúde não só é necessário como é possível. O SNS tem todas as condições para dar a resposta necessária que se impõe neste momento, é preciso é que seja reforçado na sua capacidade, com mais trabalhadores, respeitando os seus direitos, e com mais equipamentos. É no SNS que reside a solução para assegurar o direito constitucional à saúde para todos os utentes. Aplausos do PCP.",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,143.0,Presidente,,"Sr.ª Deputada, tem vários pedidos de esclarecimento, do PSD, do Bloco de Esquerda, do Chega, do Iniciativa Liberal, do CDS, de Os Verdes e do PS. Como pretende responder? ",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,144.0,Paula Santos,PCP,"Sr. Presidente, peço desculpa, ao todo são seis pedidos de esclarecimento? ",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,145.0,Presidente,,"São sete, Sr.ª Deputada. ",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,146.0,Paula Santos,PCP,"Sr. Presidente, então, responderei aos pedidos de esclarecimento em três grupos: dois grupos de dois e, no último grupo, os três restantes. ",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,147.0,Presidente,,"Muito bem, Sr.ª Deputada. Assim, para o primeiro pedido de esclarecimento, tem a palavra a Sr.ª Deputada Sandra Pereira, do Grupo Parlamentar do PSD.",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,148.0,Sandra Pereira,PSD,"Sr. Presidente, Sr.as e Srs. Deputados, antes de mais, quero, naturalmente, saudar o Partido Comunista Português por trazer este tema da saúde, que é muito atual, a debate. Quero ainda expressar, em nome do Grupo Parlamentar do PSD, uma saudação especial a todos os profissionais de saúde,…",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,149.0,Ricardo Baptista Leite,PSD,Muito bem!,Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,150.0,Sandra Pereira,PSD,"… que enfrentaram, nos últimos meses, desafios de grande complexidade. Aplausos do PSD. Sr. Presidente, Sr.as e Srs. Deputados, todos sabemos do impacto tremendo que a pandemia COVID-19 tem na saúde dos portugueses. Como disse, e bem, o PCP, há meio ano que milhões de portugueses experimentam um significativo aumento nas dificuldades de acesso ao Serviço Nacional de Saúde, aos diagnósticos, aos tratamentos e a outros serviços de saúde, tais como consultas e cirurgias. Sr.as e Srs. Deputados, este ano, por exemplo, foram realizadas menos 100 000 cirurgias programadas nos hospitais públicos, números que vão, infelizmente, subir ainda mais e aos quais se acrescentam, como disse, e bem, a Sr.ª Deputada do Partido Comunista, as listas de espera que já vinham de trás.",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,151.0,Ricardo Baptista Leite,PSD,Muito bem lembrado!,Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,152.0,Sandra Pereira,PSD,"Perante esta realidade, Sr.as e Srs. Deputados, exige-se um movimento nacional de recuperação de consultas, de cirurgias e de exames de diagnóstico, que deverá mobilizar todos os I SÉRIE — NÚMERO 1 setores da sociedade — todos, Sr.ª Deputada, sem exceção — e agentes de saúde, irmanando o Estado, as instituições de solidariedade social e as entidades privadas e convencionadas com atividade em saúde em torno apenas de um bem comum: a satisfação das necessidades de saúde de todos os portugueses. É isso que defende o Partido Social Democrata, mas não é isso, infelizmente, que defende o Partido Comunista Português. O Partido Comunista Português só defende mais Estado, mais Estado, mais Estado!",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,153.0,José Luís Ferreira,PEV,Ainda bem que há Estado!,Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,154.0,Sandra Pereira,PSD,"Queria perguntar-lhe, Sr.ª Deputada, se, na realidade que vivemos atualmente, não é tempo de deixar de lado os preconceitos ideológicos com a atividade assistencial e complementar do Serviço Nacional de Saúde e mobilizar todos os recursos para que se possa fazer uma recuperação de todos os serviços de saúde que têm sido adiados e que têm comprometido a saúde dos portugueses. Não é altura de o PCP mudar a cassete, face a este imperativo da saúde dos portugueses? Aplausos do PSD.",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,155.0,Presidente,,"Tem a palavra, para um pedido de esclarecimento, o Sr. Deputado Moisés Ferreira, do Grupo Parlamentar do Bloco de Esquerda. ",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,156.0,Moisés Ferreira,BE,"Sr. Presidente, Sr.as e Srs. Deputados, Sr.ª Deputada Paula Santos, como referiu na sua intervenção, assinalou-se ontem o 41.º aniversário do Serviço Nacional de Saúde. Quarenta e um anos depois de esta mesma Câmara ter criado um instrumento que permite que a saúde seja um direito para toda a população, mesmo com os votos contra da direita, do PSD e do CDS-PP, acho que, para além do feliz aniversário que devemos desejar ao Serviço Nacional de Saúde, devemos também um enorme «obrigado», não só ao Serviço Nacional de Saúde mas também aos seus trabalhadores. Este é talvez o ano mais difícil da vida do Serviço Nacional de Saúde, confrontado com uma epidemia, com uma enorme carga de trabalho, mas nunca virando a cara à luta e às suas responsabilidades. Por isso, devemos esse «obrigado» ao SNS e aos seus trabalhadores. É preciso também tirar duas lições essenciais desta pandemia: a primeira é que é com o Serviço Nacional de Saúde que nós, todo o povo, podemos contar em todas as situações, mas não podemos contar com o setor privado, que fecha as portas à primeira dificuldade;…",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,157.0,Ana Rita Bessa,CDS-PP,Ai!…,Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,158.0,Moisés Ferreira,BE,"… a segunda é que é no Serviço Nacional de Saúde que devemos investir e concentrar todos os recursos públicos, porque só ele garante o direito à saúde, como temos visto desde março até agora.",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,159.0,Pedro Filipe Soares,BE,Muito bem!,Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,160.0,Moisés Ferreira,BE,"Por isso, o que é preciso, neste momento, é mesmo mais Serviço Nacional de Saúde, é mesmo mais profissionais no Serviço Nacional de Saúde, é mesmo mais investimento no Serviço Nacional de Saúde, como planos de recuperação de atividade, claro, para os cuidados de saúde primários, para as juntas médicas, para os cuidados hospitalares, com autonomia para a contratação, libertando o Serviço Nacional de Saúde de uma famigerada Lei dos Compromissos, com carreiras dignas para todos os profissionais, desde os técnicos auxiliares de saúde aos técnicos superiores de diagnóstico e terapêutica, enfermeiros, médicos — todos têm de ter uma carreira digna. É assim que nós lá vamos. Mas a direita, como já aqui vimos, lá vem, com o velho mantra de sempre, dizer que, afinal, é preciso é esvaziar o orçamento do Serviço Nacional de Saúde para dar aos privados, que encerraram as portas durante o período mais grave da pandemia em Portugal.",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,161.0,Ana Rita Bessa,CDS-PP,Ninguém fechou portas nenhumas!,Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,162.0,Moisés Ferreira,BE,"Pergunto: será que esse não é o caminho para a desgraça? Será que o caminho não é, afinal, reforçar aquilo que nos protege nos momentos mais difíceis, que é o Serviço Nacional de Saúde? Aplausos do BE. Entretanto, assumiu a presidência o Vice-Presidente Fernando Negrão.",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,163.0,Presidente,,"Tem a palavra, para responder, a Sr.ª Deputada Paula Santos. ",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,164.0,Paula Santos,PCP,"Sr. Presidente, agradeço à Sr.ª Deputada Sandra Pereira e ao Sr. Deputado Moisés Ferreira as questões que me dirigiram. Começo por responder ao Sr. Deputado Moisés Ferreira, dizendo que, de facto, consideramos que o Serviço Nacional de Saúde é a solução para dar resposta aos problemas que existem, a solução para assegurar a todos, sem qualquer discriminação, o acesso aos cuidados de saúde. Sr. Deputado, quem encerrou portas no período inicial da epidemia…",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,165.0,Ana Rita Bessa,CDS-PP,Foi o SNS!,Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,166.0,Paula Santos,PCP,"… não foram as unidades do Serviço Nacional de Saúde. Todos mantiveram as portas abertas, todos os hospitais mantiveram as suas portas abertas. Quem encerrou portas e quem se fechou em copas…",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,167.0,Ana Rita Bessa,CDS-PP,Foi o SNS!,Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,168.0,Paula Santos,PCP,"… foram, de facto, os grupos privados que intervêm na área da saúde. O PSD vem agora colocar, novamente, uma questão retórica, mas que, na prática, demonstra que, para o PSD, o importante não é o reforço do Serviço Nacional de Saúde, não é que o Serviço Nacional de Saúde tenha mais capacidade para responder aos utentes.",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,169.0,Sandra Pereira,PSD,Não é verdade!,Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,170.0,Paula Santos,PCP,"Não é o PCP que tem qualquer tipo de condicionamento ideológico. O PSD é que está completamente condicionado e, aqui, nas suas intervenções, o que defende não são os interesses públicos, não são os interesses da saúde dos utentes, mas os interesses do lucro e do negócio dos grandes grupos económicos. Aplausos do PCP. Essa tem sido a vossa posição e a vossa postura em todo este debate. Protestos da Deputada do PSD Sandra Pereira. Sr.ª Deputada, nós queremos mobilizar todos os recursos públicos, mas para que o SNS, os centros de saúde, os hospitais tenham mais trabalhadores, tenham mais equipamentos, tenham mais capacidade para responder aos utentes. Não é mobilizar os recursos públicos para os transferir para os grupos privados, para que uma minoria fique a ganhar à custa da saúde de todos os utentes do nosso País. Para isso, claramente, não contam com o PCP, e, relativamente a essa matéria, isto fica aqui muito claro. Aplausos do PCP e do PEV. I SÉRIE — NÚMERO 1 A epidemia trouxe-nos, de facto, várias lições, e uma delas é que foi o Serviço Nacional de Saúde, com as características que ele tem ⎯ é verdade que com um conjunto de limitações, em que o PSD tem grandes responsabilidades, porque, quando foi Governo, desinvestiu de forma profunda no Serviço Nacional de Saúde para beneficiar os grupos privados ⎯,… A Sr.ª Hortense Martins (PS): ⎯ Bem lembrado! Protestos da Deputada do PSD Sandra Pereira.",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,171.0,Paula Santos,PCP,"… que deu resposta a todos, todos sem qualquer discriminação, não deixando ninguém à porta para tratar. O Sr. Pedro Filipe Soares (BE): ⎯ Exatamente!",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,172.0,Paula Santos,PCP,"É por isso que afirmamos que o Serviço Nacional de Saúde deve ser reforçado, não só para responder aos doentes com COVID, mas para enfrentar a grande necessidade que há, neste momento, de recuperar de todos os atrasos e não para beneficiar os grupos privados, como o PSD defende. Aplausos do PCP e do PEV.",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,173.0,Presidente,,"Tem a palavra, para um pedido de esclarecimento, o Sr. Deputado André Ventura, do Chega. ",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,174.0,André Ventura,CH,"Sr. Presidente, a Sr.ª Deputada Paula Santos esqueceu-se de responder à questão do Bloco de Esquerda, mas, como não era questão nenhuma, percebo que nem sequer tenha perdido muito tempo a olhar para ela. Hoje, Sr.ª Deputada, mantém a mesma dicotomia de sempre: os «mauzões» dos privados, de um lado, e os «bons» do serviço público, do outro. Não percebem que hostilizam uma grande parte da população portuguesa e continuam a dizer que uns merecem e outros não merecem, como se uns não pagassem impostos e outros fossem os únicos que sustentam este Estado. Pois deixe-me dizer-lhe, Sr.ª Deputada, que, no primeiro mês, foram disponibilizadas mais de 330 camas por hospitais privados na luta contra a COVID. Mais de 330! Em Lisboa, Porto, Matosinhos e Lagos, hospitais abriram a porta aos doentes COVID. Olhe para eles na cara e diga-lhes que não merecem o seu reconhecimento e o desta Casa na luta contra a pandemia, que é isso que o Partido Comunista faz há várias décadas. Digo-lhe mais, Sr.ª Deputada: até junho deste ano, 1,4 milhões de consultas ficaram por fazer no Serviço Nacional de Saúde. Não foi este lado do Hemiciclo que aprovou o último Orçamento do Estado. Foram vocês que o aprovaram e permitiram que o Serviço Nacional de Saúde se continuasse a degradar como se tem degradado. Não olhe para mim, não olhe para esta bancada. Olhe para trás de si, para aqueles que aprovaram os Orçamentos do Estado nos últimos anos. Protestos da Deputada do PS Hortense Martins. No último ranking de hospitais, Sr.ª Deputada, o Hospital da Luz e o Hospital de Vila Franca de Xira lideram em excelência clínica. Olhe para eles e diga-lhes que não merecem o nosso esforço, que não merecem o nosso empenho e que são uns «mauzões» que só servem para sugar os nossos impostos. Mas faça isso lá fora, a olhar para os portugueses todos, e não apenas cá dentro, onde é fácil falar e dizer que os públicos são bons e os privados são todos maus. É esta a razão para o PCP se encontrar numa linha descendente, porque já ninguém o reconhece com valor sério para defender todos os portugueses.",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,175.0,Presidente,,"Tem agora a palavra, para um pedido de esclarecimento, o Sr. Deputado João Cotrim de Figueiredo, do Iniciativa Liberal. ",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,176.0,João Cotrim de Figueiredo,IL,"Sr. Presidente, Sr.ª Deputada Paula Santos, muito obrigado por trazer este importantíssimo tema a debate e por quase me ter comovido. Espanta-me sempre que o PCP venha defender e falar do SNS como se estivesse verdadeiramente preocupado com as pessoas que usam os serviços de saúde e não com a proteção dos seus interesses eleitorais e dos sindicatos dos profissionais de saúde ou com a sua obsessão pela omnipresença do Estado em tudo o que é serviços públicos, como se não fosse possível prestar bons serviços públicos com recurso a outros que não o Estado. Sr.ª Deputada, se o PCP estivesse mesmo interessado em defender as pessoas, perguntava-lhes se elas não preferiam escolher o seu próprio médico e o seu próprio hospital. Se estivesse mesmo interessado no bem- estar das pessoas, perguntava-lhe se elas não preferiam não ter lista de espera, podendo recorrer a outros hospitais públicos, hospitais privados ou hospitais sociais.",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,177.0,Ana Rita Bessa,CDS-PP,Claro!,Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
