Transcript,Date,Position,Person,Party,Text,Subject
DAR-001,17 DE SETEMBRO DE 2020,171,Paula Santos,PCP,"… que deu resposta a todos, todos sem qualquer discriminação, não deixando ninguém à porta para tratar. O Sr. Pedro Filipe Soares (BE): ⎯ Exatamente!",Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,172,Paula Santos,PCP,"É por isso que afirmamos que o Serviço Nacional de Saúde deve ser reforçado, não só para responder aos doentes com COVID, mas para enfrentar a grande necessidade que há, neste momento, de recuperar de todos os atrasos e não para beneficiar os grupos privados, como o PSD defende. Aplausos do PCP e do PEV.",Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,173,Presidente,Fernando Negrão,"Tem a palavra, para um pedido de esclarecimento, o Sr. Deputado André Ventura, do Chega. ",Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,174,André Ventura,CH,"Sr. Presidente, a Sr.ª Deputada Paula Santos esqueceu-se de responder à questão do Bloco de Esquerda, mas, como não era questão nenhuma, percebo que nem sequer tenha perdido muito tempo a olhar para ela. Hoje, Sr.ª Deputada, mantém a mesma dicotomia de sempre: os «mauzões» dos privados, de um lado, e os «bons» do serviço público, do outro. Não percebem que hostilizam uma grande parte da população portuguesa e continuam a dizer que uns merecem e outros não merecem, como se uns não pagassem impostos e outros fossem os únicos que sustentam este Estado. Pois deixe-me dizer-lhe, Sr.ª Deputada, que, no primeiro mês, foram disponibilizadas mais de 330 camas por hospitais privados na luta contra a COVID. Mais de 330! Em Lisboa, Porto, Matosinhos e Lagos, hospitais abriram a porta aos doentes COVID. Olhe para eles na cara e diga-lhes que não merecem o seu reconhecimento e o desta Casa na luta contra a pandemia, que é isso que o Partido Comunista faz há várias décadas. Digo-lhe mais, Sr.ª Deputada: até junho deste ano, 1,4 milhões de consultas ficaram por fazer no Serviço Nacional de Saúde. Não foi este lado do Hemiciclo que aprovou o último Orçamento do Estado. Foram vocês que o aprovaram e permitiram que o Serviço Nacional de Saúde se continuasse a degradar como se tem degradado. Não olhe para mim, não olhe para esta bancada. Olhe para trás de si, para aqueles que aprovaram os Orçamentos do Estado nos últimos anos. Protestos da Deputada do PS Hortense Martins. No último ranking de hospitais, Sr.ª Deputada, o Hospital da Luz e o Hospital de Vila Franca de Xira lideram em excelência clínica. Olhe para eles e diga-lhes que não merecem o nosso esforço, que não merecem o nosso empenho e que são uns «mauzões» que só servem para sugar os nossos impostos. Mas faça isso lá fora, a olhar para os portugueses todos, e não apenas cá dentro, onde é fácil falar e dizer que os públicos são bons e os privados são todos maus. É esta a razão para o PCP se encontrar numa linha descendente, porque já ninguém o reconhece com valor sério para defender todos os portugueses.",Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,175,Presidente,Fernando Negrão,"Tem agora a palavra, para um pedido de esclarecimento, o Sr. Deputado João Cotrim de Figueiredo, do Iniciativa Liberal. ",Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,176,João Cotrim de Figueiredo,IL,"Sr. Presidente, Sr.ª Deputada Paula Santos, muito obrigado por trazer este importantíssimo tema a debate e por quase me ter comovido. Espanta-me sempre que o PCP venha defender e falar do SNS como se estivesse verdadeiramente preocupado com as pessoas que usam os serviços de saúde e não com a proteção dos seus interesses eleitorais e dos sindicatos dos profissionais de saúde ou com a sua obsessão pela omnipresença do Estado em tudo o que é serviços públicos, como se não fosse possível prestar bons serviços públicos com recurso a outros que não o Estado. Sr.ª Deputada, se o PCP estivesse mesmo interessado em defender as pessoas, perguntava-lhes se elas não preferiam escolher o seu próprio médico e o seu próprio hospital. Se estivesse mesmo interessado no bem- estar das pessoas, perguntava-lhe se elas não preferiam não ter lista de espera, podendo recorrer a outros hospitais públicos, hospitais privados ou hospitais sociais.",Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,177,Ana Rita Bessa,CDS-PP,Claro!,Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,178,João Cotrim de Figueiredo,IL,"Perguntava a essas pessoas, se estivesse mesmo interessado nelas, se não gostavam de saber como é que foram causadas as mais de 2000 mortes não-COVID durante o período da pandemia, que este fantástico SNS, que a senhora tanto gaba, não soube resolver. Se estivesse mesmo interessado nas pessoas, perguntava-lhes se não gostavam — todas elas e não só os funcionários públicos — de ter uma ADSE (Instituto de Proteção e Assistência na Doença) ou um subsistema similar que venha a haver, como nós defendemos, na Iniciativa Liberal. Sr.ª Deputada, se o PCP estivesse mesmo interessado no bem-estar das pessoas, perguntava-lhes o que é que gostavam de ter e deixava-as escolher. Pergunto-lhe quando é que o PCP vai deixar de ter este menu de prato único, tão caro aos comunistas e também, ao que parece, aos socialistas.",Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,179,Presidente,Fernando Negrão,"Tem a palavra, para responder, a Sr.ª Deputada Paula Santos. ",Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,180,Paula Santos,PCP,"Sr. Presidente, cumprimento também o Sr. Deputado André Ventura e o Sr. Deputado João Cotrim de Figueiredo pelas questões que me fizeram. Deixem-me que vos diga que, de facto, não é de estranhar que, na Assembleia da República, defendam sempre, mas sempre, os interesses dos grupos económicos da área da saúde.",Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,181,João Cotrim de Figueiredo,IL,As pessoas!,Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,182,Paula Santos,PCP,"De facto, é esse o vosso papel aqui, e não a preocupação relativamente aos utentes e à defesa da saúde e da saúde pública, de todos. Aplausos do PCP e do PEV. Protestos do CH e do IL. Srs. Deputados, não é o SNS que deixa as pessoas à porta sem atendimento…",Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,183,André Ventura,CH,Só lhes fecha a porta!,Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,184,Paula Santos,PCP,"… nem é o SNS que, quando estão lá dentro, as manda embora para outros hospitais. Podemos dar alguns exemplos: ainda agora foi tornado público que há hospitais privados que rejeitaram grávidas que tinham teste positivo à COVID-19. Quem é que as recebe? É o serviço público, não é o serviço privado dos grupos económicos! I SÉRIE — NÚMERO 1",Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,185,João Cotrim de Figueiredo,IL,"Não são os grupos económicos, são as pessoas! ",Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,186,Paula Santos,PCP,"Sabemos, todos os Srs. Deputados sabem, que alguns doentes têm seguro e fazem a opção pelo hospital privado e que, quando, às vezes, infelizmente, as coisas correm mal, o que o hospital privado lhes diz é: «Pedimos desculpa, o seu plafond terminou. Ou paga ou sai.» Não é o SNS que manda doentes oncológicos para a rua e os empurra em função das condições económicas.",Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,187,João Oliveira,PCP,Exatamente!,Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,188,Paula Santos,PCP,"O Serviço Nacional de Saúde trata todos e é por isso que o PCP defende todos os utentes, defende o acesso à saúde de todos os utentes, e têm sido nesse sentido o trabalho, as opções e as propostas do PCP na Assembleia da República. Veja-se: com a nossa proposta, foi possível reduzir as taxas moderadores no Serviço Nacional de Saúde. Consideramos que elas devem ser eliminadas e estamos a batalhar nesse sentido. Com a nossa intervenção, foi possível alargar a atribuição de transporte de doentes não urgentes para assegurar o acesso aos cuidados de saúde. E cá estamos nós para defender os direitos de quem trabalha, cá estamos nós para defender o alargamento do Serviço Nacional de Saúde, cá estamos nós para defender mais valências nos cuidados de saúde primários, mais valências nos hospitais. O que os senhores aqui fizeram foi tão-somente o papel de defender os interesses dos lucros dos grupos económicos.",Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,189,João Cotrim de Figueiredo,IL,As pessoas!,Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,190,Paula Santos,PCP,"Para esse papel, não contam com o PCP! Aplausos do PCP.",Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,191,Presidente,Fernando Negrão,"Tem a palavra, para pedir esclarecimentos, a Sr.ª Deputada Ana Rita Bessa, do CDS. ",Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,192,Ana Rita Bessa,CDS-PP,"Sr. Presidente, Sr.ª Deputada Paula Santos, gostava de lhe perguntar se sabe quanto é que se gasta em saúde, em Portugal, a cada ano. Se calhar não sabe, mas eu digo-lhe, Sr.ª Deputada: são 18 000 milhões de euros por ano, dos quais 10 000 milhões vêm do Orçamento do Estado e são essencialmente gastos no SNS e 8000 milhões são pagos diretamente pelas pessoas noutros prestadores. Já estamos assim, esta é a realidade de partida, que a Sr.ª Deputada não pode negar. Quase metade dos gastos em saúde, hoje em dia, já não são feitos no SNS. Querer acreditar que o Estado é capaz de financiar a totalidade dos gastos em saúde é uma ilusão e era bom que o PCP fosse percebendo o que é que os números e as escolhas das pessoas ditam. Dito isto, o SNS tem, de facto, 41 anos de vida, presta um serviço essencial, como os números mostram, deve merecer um investimento criterioso, deve ter autonomia de gestão, mas também deve ter uma responsabilização pelos resultados em saúde. Querer acreditar que só o SNS pode, ou, melhor ainda, deve, dar resposta é condenar as pessoas a listas de espera infindáveis, como as que temos hoje. Dou-lhe o exemplo de um cidadão que, ainda há pouco, nos deu nota de que foi informado pelo seu hospital de que a sua consulta externa de cirurgia vascular, que estava marcada para o dia 12 de outubro de 2020, às 10 horas, foi remarcada para o dia 7 de março de 2022, às 10 horas e 40 minutos. Acho uma ternura que, para 2022, se estabeleça já que a consulta será às 10 horas e 40 minutos ⎯ aí, sim, imensa eficiência do SNS. São dois anos de espera, Sr.ª Deputada! A Sr.ª Ana Miguel dos Santos (PSD): ⎯ Pois é!",Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,193,Ana Rita Bessa,CDS-PP,"É isto que a Sr.ª Deputada acha que é prestar um bom serviço aos cidadãos? Sr.ª Deputada, se a sua preocupação fosse, de facto, dar este bom serviço a quem precisa de cuidados de saúde, não tinha como não compreender…",Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,194,Presidente,Fernando Negrão,"Sr.ª Deputada, chamo a sua atenção para o tempo. ",Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,195,Ana Rita Bessa,CDS-PP,"Vou terminar, Sr. Presidente. Não há como não compreender que o setor social e o setor privado têm de fazer parte da equação, e não é para alimentar financeiramente esses setores, é para dar resposta às pessoas. Mas, claramente, Sr.ª Deputada, sei que, para isso, não posso contar com o PCP. Quando se trata de ajudar as pessoas, em vez de decalcar um qualquer modelo que não serve a ninguém, não podemos contar com o PCP. Aplausos do CDS-PP.",Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,196,Presidente,Fernando Negrão,"Tem a palavra, para um pedido de esclarecimento, o Sr. Deputado José Luís Ferreira, do PEV. ",Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,197,José Luís Ferreira,PEV,"Sr. Presidente, começo por saudar a Sr.ª Deputada Paula Santos por nos ter trazido um assunto tão importante e sempre tão atual como é a situação do SNS. De facto, o Serviço Nacional de Saúde tem-se mostrado, ao longo do tempo, absolutamente determinante para cumprir um direito constitucionalmente consagrado, que é o direito à saúde. Mesmo aqueles que olharam sempre de lado para o SNS reconhecem agora — ainda que, se calhar, contrariados — a sua importância e o seu contributo decisivo na resposta a uma crise de saúde pública com a dimensão e a gravidade da que estamos a viver. Como pudemos constatar, aliás, sem surpresa, pelo menos para nós, não foi o setor privado, guiado pela lógica de lucro, que prestou as respostas necessárias. O pilar da emergência das ações que se impuseram e que se continuam a impor foi e é o Serviço Nacional de Saúde e os seus profissionais. O maior respeito que se pode prestar a estes profissionais é não ignorar as dificuldades com que se confrontam nesta pandemia, muitas das quais, aliás, são vividas há muitos anos no seu trabalho diário no SNS. Como sabemos, e como a Sr.ª Deputada referiu da tribuna, o SNS tem sido alvo de um subfinanciamento estrutural, mas também marcado pelo encerramento de unidades de saúde de proximidade, pela degradação das instalações, pela carência de médicos de família e de outras especialidades, pela insuficiência de um número significativo de enfermeiros, pelo número diminuto dos mais diversos técnicos, entre tantas outras questões. Naturalmente, estas situações refletem-se na celeridade da resposta que é dada aos cidadãos, que se confrontam, tantas vezes, com enormes listas de espera. Por isso, também consideramos que é imprescindível dotar o SNS de mais profissionais e de mais meios para que esses profissionais possam atuar em segurança e para que os cidadãos possam obter as respostas de que necessitam no âmbito do seu direito ao acesso aos cuidados de saúde.",Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,198,Presidente,Fernando Negrão,"Sr. Deputado, chamo a sua atenção para o tempo. ",Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,199,José Luís Ferreira,PEV,"É muito fácil apoiar Governos que encerram serviços e cortam no Serviço Nacional de Saúde e, depois, vir para aqui dizer que o Serviço Nacional de Saúde não dá resposta. O que nos parece, Sr.ª Deputada, é que, não havendo um reforço do Serviço Nacional de Saúde, este terá muitas dificuldades em dar resposta ao acesso aos cuidados de saúde por parte dos portugueses no futuro. Pergunto-lhe se partilha ou não desta opinião. Aplausos do Deputado do PCP Bruno Dias. I SÉRIE — NÚMERO 1",Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,200,Presidente,Fernando Negrão,"Tem a palavra, para pedir esclarecimentos, a Sr.ª Deputada Hortense Martins, do PS. ",Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,201,Hortense Martins,PS,"Sr. Presidente, Sr.as e Srs. Deputados, saudamos a Sr.ª Deputada Paula Santos pela intervenção que fez e, sobretudo, por nos ter trazido hoje o tema da saúde e, em concreto, o tema do reforço do SNS. O SNS tem já 41 anos e os portugueses, hoje, não conseguem imaginar Portugal sem o SNS. Aplausos do PS. O SNS é, sem dúvida, uma das maiores conquistas da nossa democracia, criado por António Arnaut, sendo que alguns quiseram ficar de fora.",Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,202,José Luís Ferreira,PEV,Ficaram!,Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,203,Hortense Martins,PS,"Este desafio da pandemia mostrou, de forma bem clara, que a saúde, em particular o SNS, foi e continua a ser uma resposta fundamental e, em alguns casos, a única, como a Sr.ª Deputada muito bem exemplificou. Mas também não quero deixar de dizer que, para a luta contra a pandemia, estão todos convocados, para que esta seja uma luta efetiva e para que consigamos vencer. O SNS é, sobretudo, os seus profissionais, e relevo que já contratámos mais de 1300 profissionais. O SNS também tem de continuar a ser um instrumento fundamental de combate às desigualdades. Na questão do acesso, fez toda a diferença quando as taxas moderadoras, em vez de serem cortadas, como nós fizemos aqui, na Assembleia da República, com o contributo do PCP e da esquerda, foram aumentadas, dificultando o acesso. Nós baixámos as taxas moderadoras. Nós queremos mais acesso aos cuidados de saúde, não só aos cuidados hospitalares mas também aos cuidados de saúde primários. Reconhecemos que a prioridade à pandemia relegou um pouco — teve de ser assim — as questões das respostas assistenciais não-COVID. Naturalmente, o Governo também já identificou essa questão e legislou, através de incentivos, para que essa atividade assistencial fosse também uma prioridade hoje em dia, com mais meios financeiros, mais recursos humanos, mais laboratórios, mais reservas de medicamentos e mais vacinas para fazer face à gripe e ao inverno.",Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,204,Presidente,Fernando Negrão,"Sr.ª Deputada, chamo a sua atenção para o tempo. ",Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,205,Hortense Martins,PS,"Vou já terminar, Sr. Presidente. Por isso, Sr.ª Deputada Paula Santos, queria perguntar se o PCP está disponível para continuar este caminho de reforço do SNS e para lhe dar, também, mais sustentabilidade. Aplausos do PS.",Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,206,Presidente,Fernando Negrão,"Dou, de novo, a palavra à Sr.ª Deputada Paula Santos para responder aos três pedidos de esclarecimento. Faça favor, Sr.ª Deputada.",Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,207,Paula Santos,PCP,"Sr. Presidente, agradeço as questões da Sr.ª Deputada Ana Rita Bessa, do Sr. Deputado José Luís Ferreira e da Sr.ª Deputada Hortense Martins. Começo por responder à Sr.ª Deputada Ana Rita Bessa, dizendo que, se a saúde no nosso País fosse como o CDS defende e propõe,…",Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,208,Ana Rita Bessa,CDS-PP,Era ótima!,Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,209,Paula Santos,PCP,"… o que teríamos, de facto, era uma saúde com todas as condições para aqueles que tivessem possibilidades económicas e depois um serviço público, digamos, indigente para aqueles que não tivessem recursos.",Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,210,Ana Rita Bessa,CDS-PP,Isso diz a senhora!,Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,211,Paula Santos,PCP,"Aquilo que nós defendemos não é nada disso. O que defendemos é igualdade no acesso, qualidade para todos e não só para quem tenha condições para pagar o acesso à saúde. Aplausos do PCP e do PEV. Protestos da Deputada do CDS-PP Ana Rita Bessa. Sr. Deputado José Luís Ferreira, de facto, nós consideramos que o reforço do Serviço Nacional de Saúde é fundamental. É preciso e é fundamental para dar resposta às exigências que hoje se colocam, exigências não só na continuação do combate à epidemia, do tratamento dos doentes COVID, mas também exigências para recuperar os cuidados que ficaram por fazer neste período, todos os atrasos, e para assegurar o acesso aos cuidados de saúde, seja nos centros de saúde, seja nos hospitais. Para isto, é preciso medidas concretas, é preciso avançar de uma forma eficaz, com mais profissionais, com mais financiamento, com mais meios. Aquilo que nós temos registado — e aproveito agora, também, para responder conjuntamente à Sr.ª Deputada Hortense Martins — é que, de facto, com a intervenção determinante do PCP, foi possível haver alguns avanços. Mas, Sr.ª Deputada, há ainda um longo caminho a percorrer e o Governo tem ficado muito aquém daquilo que são as medidas necessárias para reforçar efetivamente o Serviço Nacional de Saúde. Refiro, desde já, uma delas: foi aprovada, no Orçamento do Estado, a criação do laboratório nacional do medicamento, que ainda está por concretizar, fundamental que é para assegurar a acessibilidade aos medicamentos, e fundamental também, neste período, para reduzir a dependência externa do nosso País. Mas é preciso mais. É preciso mais trabalhadores para além daqueles que já foram contratados. É preciso que os direitos destes trabalhadores sejam assegurados. Não faz sentido que sejam contratados por quatro meses, têm de ser integrados,…",Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,212,João Oliveira,PCP,Exatamente!,Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,213,Paula Santos,PCP,"… têm de ter um vínculo efetivo, têm de ter uma carreira digna, para que os trabalhadores queiram ficar no Serviço Nacional de Saúde e queiram aí desenvolver o seu percurso profissional. Sr.ª Deputada, para recuperar a atividade, as consultas, as cirurgias, os exames que ficaram por fazer, por exemplo, é preciso que haja a reabertura das extensões de saúde. Há extensões de saúde que ainda estão encerradas. Se, na fase inicial da epidemia, foi necessário organizar o Serviço Nacional de Saúde para dar resposta a uma situação imprevista e de que ninguém estava à espera…",Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,214,Presidente,Fernando Negrão,"Sr.ª Deputada, chamo a sua atenção para o tempo. ",Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,215,Paula Santos,PCP,"Vou terminar, Sr. Presidente. Não se entende que não se tenha ainda retomado a atividade ao nível dos cuidados de saúde primários, sendo estes cuidados essenciais e, como muitas vezes afirmamos, a porta de entrada no Serviço Nacional de Saúde. Por isso, aquilo que o PCP defende — vou mesmo terminar, Sr. Presidente — é a necessidade de um plano de emergência para o Serviço Nacional de Saúde, com mais meios, mais trabalhadores com direitos, mais meios financeiros, mais equipamentos, mais condições para que o Serviço Nacional de Saúde tenha esta capacidade, necessária para responder às exigências que se colocam hoje. Aplausos do PCP. I SÉRIE — NÚMERO 1",Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,216,Presidente,Fernando Negrão,"Retomando as declarações políticas, dou agora a palavra ao Sr. Deputado João Pedro Gonçalves Pereira, do CDS. Faça favor, Sr. Deputado.",Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,217,João Gonçalves Pereira,CDS-PP,"Sr. Presidente, Sr.as e Srs. Deputados: No final da passada Sessão Legislativa, também como declaração política, apresentei aqui a disponibilidade do CDS para contribuir, ora em escrutínio, ora em complemento, para a urgente recuperação económica do País no período pandémico. Aqui estamos, Srs. Deputados, e é com pesar que não encontro essa disponibilidade no Governo, a quem cabem, naturalmente, as responsabilidades primordiais dessa mesma missão. Li e escutei atentamente a apresentação da dita Visão Estratégica para o Plano de Recuperação que aqui hoje debatemos. E em todo esse processo, lembrei-me de uma velha regra socialista: os socialistas, quando não querem falar do que não fizeram, lançam grandes debates daquilo que nunca farão. Além da já habitual tendência para pensar em forma de década, dei também conta da necessidade do Eng.º Costa Silva de apresentar os mais de 1000 contributos que recebeu dos cidadãos portugueses com uma moldura ideológica que pertence mais ao PS do que a esses mesmos cidadãos: «uma derrota histórica das ideias ultraliberais», disse o Sr. Engenheiro. Achei, Sr.as e Srs. Deputados, verdadeiramente extraordinário que um plano que se propõe pensar a 10 anos ainda venha embrulhado na retórica da crise anterior, felizmente vencida, como deve ser, com o esforço de todos os portugueses. Honestamente, não me recordo de ouvir, nesta Câmara, uma única voz defender que a solução para vencer esta nova crise passe por anular o papel do Estado na economia ou na sociedade portuguesa, como, aliás, não me recordo de ouvir em nenhuma das anteriores legislaturas. É estranho que, perante a dimensão dos desafios que hoje enfrentamos, os Srs. Membros do Governo e demais consultores insistam em preferir a retórica à realidade, o remoque ideológico ao contributo sustentado ou o fogo de vista à visão concreta.",Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,218,Telmo Correia,CDS-PP,Muito bem!,Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,219,João Gonçalves Pereira,CDS-PP,"Não merecerão os portugueses um pouco mais do que isso, Sr.as e Srs. Deputados? Estou em crer que sim. Lendo as propostas da Visão Estratégica, no entanto, não se dá por essa «grande vitória do Estado» que o autor tanto apregoa. Vamos a dois exemplos rápidos. Defende o documento, e cito, «o financiamento de programas de apoio social de proximidade com parcerias entre os municípios e…» — imagine-se! — «… o terceiro setor» e, mais, Srs. Deputados, vejam bem, «a abertura da ADSE a todos os ativos com emprego». Este não é um programa da oposição. Atente-se: é o plano de retoma para o Governo implementar, que é socialista na apresentação, liberal na imaginação e irreal na concretização. Afinal, Sr.as e Srs. Deputados, parece que não é só o Estado que nos vai salvar. Tão ou mais grave do que o aparato narrativo, detetei também outra tradição do Partido Socialista nos tempos mais recentes. Lendo o Plano de Recuperação, Srs. Deputados, há algo que salta à vista: está projetado, mas não está orçamentado, e imaginou-se tudo em grande, mas não se fizeram grandes contas. Num mundo ideal, claro que somos todos a favor de um maior investimento público, o mesmo que este Governo levou a mínimos históricos desde antes da democracia, e também somos todos a favor do reforço do Estado social, o mesmo que este Governo cativou como nunca antes em Portugal. Mas, Sr.as e Srs. Deputados, como é que vamos ter todo este Estado? Com que economia? Como é que vamos lá chegar? Com que saúde orçamental? Com que SNS? Com que financiamento? De boas intenções está o Estado cheio, como todos sabemos. Mas de que serve prometer o mundo quando nem o mínimo se consegue cumprir? De que serve fazer documentos sobre reindustrialização quando nem as linhas de crédito para manter as empresas que, de facto, existem estão totalmente operacionais? De que vale falar em infraestruturas quando os nossos comboios são comprados nas sucatas de Espanha, com amianto nas carruagens, e ainda nem sequer tirámos o amianto das nossas escolas? Temo, Sr.as e Srs. Deputados, que a Visão Estratégica do Eng.º Costa Silva tenha o mesmo destino que a Agenda para a Década do Prof. Centeno: um autêntico vazio. Estamos perante uma incoerência total entre o sufragado pelos eleitores e o negociado nos corredores do Parlamento, uma inércia absoluta de um Governo que se vê obrigado a simular crises políticas para aprovar Orçamentos, sem mostrar qualquer iniciativa. Pelo caminho, aqui estamos, Srs. Deputados, a discutir um País imaginário, que só existe no papel, para não falarmos do País real, onde a crise, que verdadeiramente chegou, não se resolve com consultores, documentos encadernados e floreados ideológicos. Contem com o CDS na oposição, Srs. Deputados, para discutir o País real e não as sessões de propaganda. Termino como comecei, lembrando a velha regra socialista: os socialistas, quando não querem falar do que não fizeram, lançam grandes debates daquilo que nunca farão. Fazem-no perante uma pandemia e uma crise sem precedentes, é apenas mais uma irresponsabilidade. Aplausos do CDS-PP.",Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,220,Presidente,Fernando Negrão,A Mesa regista seis inscrições para pedidos de esclarecimento. Pergunto ao Sr. Deputado como deseja responder.,Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,221,João Gonçalves Pereira,CDS-PP,"Em dois grupos de três, Sr. Presidente. ",Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,222,Presidente,Fernando Negrão,"Muito bem. Começo por dar a palavra ao Sr. Deputado João Cotrim de Figueiredo, do Iniciativa Liberal, para pedir esclarecimentos.",Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,223,João Cotrim de Figueiredo,IL,"Sr. Presidente, Srs. Deputados, Sr. Deputado João Gonçalves Pereira, muito obrigado por trazer este tema ao debate de hoje, no Hemiciclo. Ontem, na apresentação pública da versão definitiva da Visão Estratégica para o Plano de Recuperação, tivemos ocasião de voltar a ter não a apresentação de um documento técnico ou sequer estratégico, mas uma descarada sessão de propaganda cheia — além de citações isotéricas — de elogios a ministros e a primeiros- ministros, altos elogios a paraministros, suponho, e ainda esse desafio de reconhecimento das derrotas históricas já não sei de quem, ultraliberais que não querem Estado nem serviços públicos em lado nenhum. Eu não conheço ninguém assim! Não era, certamente, para o Iniciativa Liberal, que quer um Estado pequeno, sim, mas forte, e quer serviços públicos da mais alta qualidade, não necessariamente prestados pelo Estado. No mais, repete aqueles que já eram os defeitos da versão inicial, um catálogo de ideias em nove eixos estratégicos — nove! Se alguém conseguir gerir nove prioridades na sua vida, tiro-lhe o chapéu. Mas nem isso chegava e acrescentou mais um, pois alguém no comércio e no turismo não se achou representado. Portanto, ficaram 10 eixos estratégicos e, deixem que vos diga, quanto ao turismo, que conheço relativamente bem, as ideias não são boas. Depois, do princípio ao fim, temos um elogio ao estatismo e ao dirigismo, que é de uma miopia atroz. O País — e o mundo, diga-se de passagem — vai entrar numa fase onde a imaginação e a criatividade de todos não vão ser suficientes para encontrar os novos caminhos que vão ser precisos para o progresso e para o desenvolvimento. E o que é que este plano faz? Entrega nas mãos do Estado tudo e mais alguma coisa! E hoje, aqui em Comissão — uma audição que, diga-se, foi recusada à Iniciativa Liberal há dois meses, porque neste Parlamento não havia assessores, não havia não sei o quê, e agora o PS pede, com caráter de urgência, a audição do mesmo assessor! —, o Prof. Costa Silva veio dizer que a função pública não está preparada nem tem o hábito de dar seguimento e implementação às decisões políticas que são tomadas. Portanto, perante isto, Sr. Deputado, a pergunta é esta: não acha que esta visão estratégica se assemelha cada vez mais a uma miragem poética, que está condenada a decorar uma prateleira qualquer e ter zero efeito prático?",Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,224,Presidente,Fernando Negrão,"Para formular pedidos de esclarecimento, tem a palavra o Sr. Deputado Bruno Dias, do PCP. Faça favor, Sr. Deputado. I SÉRIE — NÚMERO 1",Declarações políticas
